affiliate,local,aff_state,aff_council,aff_local,aff_chapter,aff_name,Industry,Jurisdiction,Employer,Function,single_ocptn,Org_type
C4,1303,CT,4,1303,208,Ansonia Town,Public Administration,Town,Town,Daily Operations,Multiple,Public
L4,538,OH,,4,538,Anthony Wayne Local Schools,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
C40,1192,WI,40,1192,,Antigo City Public Works,Utilities & Infrastructure,City,City Government,Public Works,Blue Collar,Public
C31,2386,IL,31,2386,,"Aperion Care Center, Ltd",Health Care,Single Entity,Retirement Home,Convalescence/Old Aged Care,Multiple,Private Or Indp Entity
C5,479,MN,5,479,,Apple Valley City Maintenance Unit,Utilities & Infrastructure,City,City Government,Public Works,Maintenance,Public
C40,1412,WI,40,1412,,Appleton Area School District Custodian/Maintenance,K-12 Schools,City,School District,Custodial And Maintenance,Blue Collar,Public
C65,2538,MN,65,2538,,Appleton City Essential Unit Police,Law Enforcement,City,City Government,Security & Public Safety,Essential Staff,Public
C40,73,WI,40,73,,Appleton City Wastewater And Central Building Divisions,Utilities & Infrastructure,City,City Government,Sanitation,Multiple,Public
C40,73,WI,40,73,,Appleton Water Plant Employees,Utilities & Infrastructure,City,City Government,Water Treatment,Treatment Facility Employees,Public
C81,218,DE,81,218,,Appoquinimink Board Of Education,K-12 Schools,City,Board Of Education,Daily Operations,Blue Collar,Public
C25,1855,MI,25,1855,10,Aramark @ Central Michigan University Unit # 2131,Higher Education,Single Entity,Business,Food Services,Blue Collar,Private Or Indp Entity
L1199,J,NJ,,1199,J,"Aramark Correctional Services, Inc Meadowview Psychiatric Hospital",Health Care,Single Entity,Business,Food Services,Multiple,Private Or Indp Entity
C979,2941,FL,979,2941,,Aramark Educational Services @ Duval Co. Public Schools Food Service Workers,K-12 Schools,County,Business,Food Services,Food Service Workers,Private Or Indp Entity
C75,2798,OR,75,2798,,Aramark Educational Services Inc. At Portland State University Food Service,Higher Education,State,Business,Food Services,Blue Collar,Private Or Indp Entity
C75,6289,OR,75,6289,,Aramark Educational Services Inc. At Portland State University Food Service,Higher Education,State,Business,Food Services,Blue Collar,Private Or Indp Entity
C5,1949,MN,5,1949,,Aramark Educational Services Inc. Bemidji State University,Higher Education,Single Entity,Business,Food Services,Blue Collar,Private Or Indp Entity
C5,2385,MN,5,2385,,Aramark Educational Services Inc. Southwest State University,Higher Education,Single Entity,Business,Food Services,Blue Collar,Private Or Indp Entity
C67,2751,MD,67,2751,,Aramark Healthcare Support Services Inc.,Health Care,Single Entity,Business,Food Services,Multiple,Private Or Indp Entity
L1199,C,PA,,1199,C,Aramark Healthcare Support Services Inc. At Presbyterian Medical Center,Health Care,Single Entity,Business,Food Services,Multiple,Private Or Indp Entity
L1199,C,PA,,1199,C,Aramark Management Services Limited Partnership At Temple University,Higher Education,Single Entity,Business,Food Services,Multiple,Private Or Indp Entity
C20,1207,DC,20,1207,,Aramark Sports Washington Convention Center,Public Administration,District Of Columbia,Business,Parks & Rec,Multiple,Private Or Indp Entity
C25,3582,MI,25,3582,,Aramark@ Grand Valley State University,Higher Education,Single Entity,Business,Food Services,Blue Collar,Private Or Indp Entity
C65,456,MN,65,456,,Arbo Township General Repair,Public Administration,Township,Township,Daily Operations,Maintenance,Public
L1000,861,NY,,1000,861,Arcade Village,Public Administration,Village,Village,Daily Operations,Multiple,Public
L1000,861,NY,,1000,861,Arcade Village Police Unit #9252-01,Law Enforcement,Village,Village,Security & Public Safety,Multiple,Public
C8,101,OH,8,101,,Arcanum Village,Public Administration,Village,Village,Daily Operations,Multiple,Public
L1000,860,NY,,1000,860,Ardsley Union Free School District Custodial,K-12 Schools,City,School District,Buildings And Grounds,Custodians,Public
C38,1399,AR,38,1399,,Arkansas State Department Of Labor Employees,Public Administration,State,Department,Institutional Operations,Multiple,Public
L1000,867,NY,,1000,867,Arlington Central School District,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
C93,680,MA,93,680,,Arlington School Committee Bus Operators,K-12 Schools,City,School Committee,Transport,Bus Drivers,Public
C93,680,MA,93,680,,Arlington School Committee Cafeteria,K-12 Schools,City,School Committee,Food Services,Cafeteria Workers,Public
C93,680,MA,93,680,,Arlington School Committee Traffic Supervisors,K-12 Schools,City,School Committee,Transport,Supervisors,Public
C93,680,MA,93,680,,Arlington Town,Public Administration,Town,Town,Daily Operations,Multiple,Public
C25,1840,MI,25,1840,11,Armada Area Schools Bus Drivers And Cafeteria Workers,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
C84,1515,PA,84,1515,B,Armstrong County Housing Authority,Human Services,County,Housing Authority,Housing,Multiple,Public
C65,3258,MN,65,3258,,Arrowhead Library System,Public Administration,City,Library,Clerical/Admin,Library Workers,Public
C5,66,MN,5,66,,Arrowhead Regional Corrections Board Basic Unit,Corrections,Regional,Board,Adult Detention,Basic Staff,Public
C5,66,MN,5,66,,Arrowhead Regional Corrections Essential Unit,Corrections,Regional,Board,Adult Detention,Essential Staff,Public
C65,3594,MN,65,3594,,Arrowhead Transit Operated By Arrowhead Economic Opportunity Agency,Transportation,Single Entity,Non-Profit,Transport,Blue Collar,Private Or Indp Entity
C40,3833,WI,40,3833,,Arrowhead Union High School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C47,3397,PA,47,3397,,Art Institute Of Philadelphia,Public Administration,Single Entity,Museum,Knowledge Enrichment,Multiple,Private Or Indp Entity
C36,1520,CA,36,1520,,Artesia City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C73,2255,NJ,73,2255,,Asbury Park City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C93,3470,MA,93,3470,,Ashburnham Town Police Officers,Law Enforcement,Town,Police Department,Security & Public Safety,Police Officers,Public
C93,1717,MA,93,1717,,Ashburnham Westminster Regional School District,K-12 Schools,Regional,School District,Daily Operations,Blue Collar,Public
C93,1717,MA,93,1717,,Ashburnham Westminster Regional School District Paraprofessional,K-12 Schools,Regional,School District,Knowledge Enrichment,Paraprofessionals,Public
C4,1303,CT,4,1303,293,Ashford Town Highway Department And Transfer Station Employees,Utilities & Infrastructure,Town,Department,Public Works,Multiple,Public
C8,2313,OH,8,2313,,Ashland City,Public Administration,City,City Government,Daily Operations,Multiple,Public
L4,233,OH,,4,233,Ashland City Board Of Education,K-12 Schools,City,Board Of Education,Knowledge Enrichment,Multiple,Public
C40,216,WI,40,216,K,Ashland City Hall,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
C40,216,WI,40,216,A,Ashland City Public Works Department,Public Administration,City,Department,Public Works,Blue Collar,Public
C40,216,WI,40,216,F,Ashland County Courthouse,Courts,County,County Court,Adult Detention,Multiple,Public
C40,216,WI,40,216,E,Ashland County Department Of Health And Human Services,Health Care,County,Health Department,Health,Multiple,Public
C40,216,WI,40,216,L,Ashland County Department Of Health And Human Services Professionals,Human Services,County,Department,Social Services,Multiple,Public
C8,958,OH,8,958,,Ashland County Department Of Job And Family Services,Human Services,County,Department,Job And Family Services,Multiple,Public
C40,216,WI,40,216,B,Ashland County Highway Department,Utilities & Infrastructure,County,Department,Public Works,Highway Employees,Public
C40,216,WI,40,216,F,Ashland County Jail Aramark Inc.,Corrections,Single Entity,Business,Food Services,Blue Collar,Private Or Indp Entity
C40,216,WI,40,216,M,Ashland Housing Authority,Human Services,City,Housing Authority,Housing,Blue Collar,Public
C40,1155,WI,40,1155,,Ashland Memorial Medical Center Inc.,Health Care,Single Entity,Medical Center,Health,Multiple,Private Or Indp Entity
C40,216,WI,40,216,J,Ashland School District Cooks,K-12 Schools,City,School District,Food Services,Cooks,Public
C40,216,WI,40,216,C,Ashland School District Custodians,K-12 Schools,City,School District,Buildings And Grounds,Custodians,Public
C8,1197,OH,8,1197,,Ashtabula City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C8,3781,OH,8,3781,,Ashtabula County,Public Administration,County,County Government,Daily Operations,Multiple,Public
C8,3781,OH,8,3781,,Ashtabula County Clerk Of Courts,Public Administration,County,County Government,Legal Services,Clerical Employees,Public
C8,14,OH,8,14,,Ashtabula County Department Of Job And Family Services,Human Services,County,Department,Job And Family Services,Multiple,Public
C8,3284,OH,8,3284,,Ashtabula County Nursing Home,Home Care,County,Retirement Home,Nursing Home,Multiple,Public
C8,1197,OH,8,1197,,Ashtabula Metropolitan Housing Authority,Human Services,City,Housing Authority,Housing,Multiple,Public
C2,1476,WA,2,1476,A,Asotin City,Public Administration,City,City Government,Daily Operations,Blue Collar,Public
C2,1476,WA,2,1476,AC,Asotin County Commissioners Courthouse,Courts,County,County Court,Adult Detention,Multiple,Public
C2,1476,WA,2,1476,PW,Asotin County Commissioners Public Works,Public Administration,County,Commission,Public Works,Multiple,Public
C2,1476,WA,2,1476,S,Asotin County Sheriff Department,Law Enforcement,County,Sheriff'S Department,Security & Public Safety,Multiple,Public
C2,1476,WA,2,1476,,Asotin County Sheriffs Department,Law Enforcement,County,Sheriff'S Department,Security & Public Safety,Multiple,Public
C31,486,IL,31,486,,Aspire Adult Day Services,Health Care,Single Entity,Intellectual Disability Caretaker,Mental Health,Multiple,Private Or Indp Entity
C25,1923,MI,25,1923,1,Aspirus Ontonagon Memorial Hospital,Health Care,Single Entity,Hospital,Health,Multiple,Private Or Indp Entity
C1707,253,NY,1707,253,,Association For The Help Of Retarded Children,Human Services,Single Entity,Intellectual Disability Caretaker,Youth Services,Multiple,Private Or Indp Entity
C75,3581,OR,75,3581,,Association Of Oregon Counties,Public Administration,Regional,Association,Institutional Operations,Multiple,Private Or Indp Entity
C1707,389,NY,1707,389,,Association Services For The Aged,Human Services,Single Entity,Non-Profit,Convalescence/Old Aged Care,Technicians,Private Or Indp Entity
C75,3742,OR,75,3742,1,Athena City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C8,3050,OH,8,3050,,Athen-Hocking Solid Waste District,Utilities & Infrastructure,Regional,Sanitation Authority,Sanitation,Blue Collar,Public
C8,2403,OH,8,2403,,Athens City,Public Administration,City,City Government,Daily Operations,Blue Collar,Public
C8,3351,OH,8,3351,,Athens City Firefighters,Emergency Services,City,Fire District,Security & Public Safety,Firefighters,Public
C8,1846,OH,8,1846,,Athens City School District,K-12 Schools,City,School District,Knowledge Enrichment,Technicians,Public
C8,1846,OH,8,1846,,Athens City School District Board Of Education Non-Teaching Employees,K-12 Schools,City,Board Of Education,Daily Operations,Multiple,Public
C8,2403,OH,8,2403,2,Athens Code Enforcement Officers,Law Enforcement,City,Police Department,Security & Public Safety,Police Officers,Public
C8,3050,OH,8,3050,,Athens County,Public Administration,County,County Government,Daily Operations,Multiple,Public
L4,697,OH,,4,697,Athens County Board Of Mental Retardation And Developmental Disabilities,Health Care,County,County Government,Mental Health,Blue Collar,Public
C8,103,OH,8,103,,Athens County Engineer,Public Administration,County,County Government,Public Works,Engineers,Public
C82,9550,NY,82,9550,,Athens Village,Law Enforcement,Village,Village,Daily Operations,Multiple,Public
C71,2303,NJ,71,2303,C,Atlantic City Beach Patrol,Emergency Services,City,City Government,Parks & Rec,Lifeguards,Public
C71,3365,NJ,71,3365,,Atlantic City Housing Authority And Urban Redevelopment Agency (Formally Local 3463),Human Services,City,Housing Authority,Housing,Multiple,Public
C71,2302,NJ,71,2302,A,Atlantic City Municipal Utilities Authority,Utilities & Infrastructure,Municipality,Utility Authority,Electric/Gas/Water,Multiple,Public
C71,2646,NJ,71,2646,,Atlantic City Municipal Utilities Authority Blue Collar,Utilities & Infrastructure,Municipality,Utility Authority,Electric/Gas/Water,Blue Collar,Public
C71,2303,NJ,71,2303,A,Atlantic City Municipal Utilities Authority Clerical,Utilities & Infrastructure,Municipality,Utility Authority,Electric/Gas/Water,Clerical Employees,Public
C71,3974,NJ,71,3974,A,Atlantic City Utilities Authority Supervisors,Utilities & Infrastructure,Municipality,Utility Authority,Electric/Gas/Water,Supervisors,Public
C71,2302,NJ,71,2302,A,Atlantic County,Public Administration,County,County Government,Daily Operations,Multiple,Public
C71,3408,NJ,71,3408,,Atlantic County Health Services Center (Meadowview Nursing Home),Home Care,County,Retirement Home,Nursing Home,Multiple,Public
L1000,861,NY,,1000,861,Attica Village,Utilities & Infrastructure,Village,Village,Water Treatment,Water And Sewer Workers,Public
L1000,861,NY,,1000,861,Attica Village Police,Law Enforcement,Village,Village,Security & Public Safety,Multiple,Public
C57,2703,CA,57,2703,,Atwater City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C82,195,NY,82,195,,Auburn City,Law Enforcement,City,City Government,Daily Operations,Multiple,Public
L1000,806,NY,,1000,806,Auburn City,Public Administration,City,City Government,Daily Operations,Multiple,Public
L1000,806,NY,,1000,806,Auburn City Professional Employees,Public Administration,City,City Government,Professional,Professional,Public
C25,2720,MI,25,2720,11,Auburn Hills City,Utilities & Infrastructure,City,City Government,Public Works,Blue Collar,Public
C66,3124,NY,66,3124,,Auburn Memorial Hospital Service And Maintenance,Health Care,Single Entity,Hospital,Buildings And Grounds,Maintenance,Private Or Indp Entity
C66,3124,NY,66,3124,,Auburn Memorial Hospital Technical Unit,Health Care,Single Entity,Hospital,Technical/It,Multiple,Private Or Indp Entity
